date,_id,date,code,close,vol,amount,delta,insert_time,ma5,ma20,ma60,macd,signal,rsi,volatility,vol_change,target_1,target_2,target_3,target_4,target_5
2020-10-12,68505d6d34a7c6e6d373b152,2020-10-12,510500,6.112,1723050,1230501424.0,3.16,2025-06-17 02:07:41.174,5.8772,5.925549999999999,6.083733333333333,-0.046397666905318324,-0.058620709018972664,60.08537886872998,0.1006669731028526,-0.113477731597865,0.0002,-0.0046,-0.0077,-0.0056,-0.01
2020-10-13,68505d6d34a7c6e6d373b153,2020-10-13,510500,6.113,1951272,1399063840.0,0.02,2025-06-17 02:07:41.174,5.9462,5.9288,6.078533333333334,-0.027720484140403734,-0.05244066404325888,59.080962800875284,0.10574925656081079,0.13245233742491513,-0.0046,-0.0077,-0.0056,-0.01,0.0086
2020-10-14,68505d6d34a7c6e6d373b154,2020-10-14,510500,6.085,1434718,1029655872.0,-0.46,2025-06-17 02:07:41.174,6.001,5.9287,6.074316666666666,-0.015005079020991907,-0.04495354703880549,58.50487540628385,0.10559261337804975,-0.2647268038489765,-0.0077,-0.0056,-0.01,0.0086,-0.0085
2020-10-15,68505d6d34a7c6e6d373b155,2020-10-15,510500,6.038,1521886,1086076640.0,-0.77,2025-06-17 02:07:41.174,6.054600000000001,5.93405,6.0716,-0.008621156730616697,-0.03768706897716773,55.067920585161986,0.10838890747287867,0.060756190415119926,-0.0056,-0.01,0.0086,-0.0085,-0.0064
2020-10-16,68505d6d34a7c6e6d373b156,2020-10-16,510500,6.004,1498340,1061850528.0,-0.56,2025-06-17 02:07:41.174,6.0704,5.942950000000001,6.073616666666667,-0.006233512124417473,-0.03139635760661768,47.27272727272727,0.10633832551667664,-0.015471592484588181,-0.01,0.0086,-0.0085,-0.0064,-0.0169
2020-10-19,68505d6d34a7c6e6d373b157,2020-10-19,510500,5.944,2987907,2103726160.0,-1.0,2025-06-17 02:07:41.174,6.0368,5.946299999999999,6.074566666666668,-0.009078138007031278,-0.0269327136867004,46.42857142857144,0.10520061036448006,0.9941448536380262,0.0086,-0.0085,-0.0064,-0.0169,-0.0009
2020-10-20,68505d6d34a7c6e6d373b158,2020-10-20,510500,5.995,1452437,1018458000.0,0.86,2025-06-17 02:07:41.174,6.013199999999999,5.9499,6.0734,-0.007135002866549556,-0.02297317152267023,53.678160919540225,0.10559251369001016,-0.5138948434472692,-0.0085,-0.0064,-0.0169,-0.0009,-0.0003
2020-10-21,68505d6d34a7c6e6d373b159,2020-10-21,510500,5.944,1667242,1168546464.0,-0.85,2025-06-17 02:07:41.174,5.985,5.94975,6.0708,-0.00959966903435916,-0.02029847102500802,49.04601571268236,0.10559898075667523,0.14789281738209636,-0.0064,-0.0169,-0.0009,-0.0003,0.006
2020-10-22,68505d6d34a7c6e6d373b15a,2020-10-22,510500,5.906,1578667,1097041376.0,-0.64,2025-06-17 02:07:41.174,5.9586,5.94865,6.06655,-0.014452616384814654,-0.019129300096969348,53.95061728395061,0.10595146604885317,-0.05312666067673444,-0.0169,-0.0009,-0.0003,0.006,0.0015
2020-10-23,68505d6d34a7c6e6d373b15b,2020-10-23,510500,5.806,1849189,1279311200.0,-1.69,2025-06-17 02:07:41.174,5.919,5.9419,6.06075,-0.0260672889085658,-0.02051689785928864,49.04601571268236,0.11066017207747778,0.17136102800653963,-0.0009,-0.0003,0.006,0.0015,-0.0234
2020-10-26,68505d6d34a7c6e6d373b15c,2020-10-26,510500,5.801,1873749,1279165216.0,-0.09,2025-06-17 02:07:41.174,5.8904000000000005,5.9293499999999995,6.059866666666667,-0.03526890084132184,-0.023467298455695278,51.96195005945305,0.11174419801260377,0.013281497997230218,-0.0003,0.006,0.0015,-0.0234,0.0037
2020-10-27,68505d6d34a7c6e6d373b15d,2020-10-27,510500,5.799,1164666,796052368.0,-0.03,2025-06-17 02:07:41.174,5.8512,5.9189,6.059,-0.042235760323209526,-0.02722099082919813,49.25000000000003,0.11375638790626165,-0.378430088555084,0.006,0.0015,-0.0234,0.0037,0.0162
2020-10-28,68505d6d34a7c6e6d373b15e,2020-10-28,510500,5.834,1312405,898423584.0,0.6,2025-06-17 02:07:41.174,5.8292,5.9140500000000005,6.057683333333333,-0.04442078401616101,-0.03066094946659071,54.030226700251895,0.11527106497755091,0.1268509598459988,0.0015,-0.0234,0.0037,0.0162,-0.0002
2020-10-29,68505d6d34a7c6e6d373b15f,2020-10-29,510500,5.843,1683061,1157715888.0,0.15,2025-06-17 02:07:41.174,5.8166,5.908150000000001,6.05365,-0.04490852868709272,-0.033510465310691115,43.67283950617286,0.11576031271556786,0.28242501362003347,-0.0234,0.0037,0.0162,-0.0002,0.0205
2020-10-30,68505d6d34a7c6e6d373b160,2020-10-30,510500,5.706,2136616,1457014656.0,-2.34,2025-06-17 02:07:41.174,5.7966,5.90135,6.0476833333333335,-0.05570766164936547,-0.03794990457842599,16.053511705685636,0.12358090254440686,0.26948221128051797,0.0037,0.0162,-0.0002,0.0205,-0.0077
2020-11-02,68505d6d34a7c6e6d373b161,2020-11-02,510500,5.727,1423140,962896624.0,0.37,2025-06-17 02:07:41.174,5.7818,5.8965499999999995,6.040983333333333,-0.06185846198562661,-0.04273161605986611,18.770226537216786,0.12854877223105315,-0.3339280432234899,0.0162,-0.0002,0.0205,-0.0077,0.017
2020-11-03,68505d6d34a7c6e6d373b162,2020-11-03,510500,5.82,1501077,1027347216.0,1.62,2025-06-17 02:07:41.174,5.786,5.899150000000001,6.0333,-0.05855372194155084,-0.045896037236203065,30.600292825768662,0.12631842595935103,0.05476411315822749,-0.0002,0.0205,-0.0077,0.017,-0.007
2020-11-04,68505d6d34a7c6e6d373b163,2020-11-04,510500,5.819,1951659,1337465856.0,-0.02,2025-06-17 02:07:41.174,5.7829999999999995,5.89955,6.026233333333334,-0.05537703134358196,-0.04779223605767884,32.81004709576135,0.12603695155747258,0.3001724761621156,0.0205,-0.0077,0.017,-0.007,-0.0124
2020-11-05,68505d6d34a7c6e6d373b164,2020-11-05,510500,5.938,1771943,1233058624.0,2.05,2025-06-17 02:07:41.174,5.8020000000000005,5.90795,6.020133333333334,-0.04276421641533279,-0.04678663212920964,45.42936288088643,0.12249703540990924,-0.09208370929552756,-0.0077,0.017,-0.007,-0.0124,0.0034
2020-11-06,68505d6d34a7c6e6d373b165,2020-11-06,510500,5.892,1718166,1191069840.0,-0.77,2025-06-17 02:07:41.174,5.8392,5.9063,6.013000000000001,-0.03606455552949139,-0.04464221680926599,46.327683615819225,0.12247753821998165,-0.03034917037399054,0.017,-0.007,-0.0124,0.0034,0.0003
2020-11-09,68505d6d34a7c6e6d373b166,2020-11-09,510500,5.992,2570667,1817106000.0,1.7,2025-06-17 02:07:41.174,5.892200000000001,5.9003,6.008883333333333,-0.02242733340492098,-0.04019924012839699,49.80184940554821,0.11455318231700647,0.49616917108125747,-0.007,-0.0124,0.0034,0.0003,0.0119
2020-11-10,68505d6d34a7c6e6d373b167,2020-11-10,510500,5.95,2402011,1687900720.0,-0.7,2025-06-17 02:07:41.174,5.918200000000001,5.89215,6.003550000000001,-0.014837745319802309,-0.035126941166678055,50.401069518716604,0.10392977132865691,-0.0656078753101822,-0.0124,0.0034,0.0003,0.0119,-0.007
2020-11-11,68505d6d34a7c6e6d373b168,2020-11-11,510500,5.876,1013077,707111456.0,-1.24,2025-06-17 02:07:41.174,5.9296,5.8817,5.998933333333333,-0.014625529636933976,-0.031026658860729243,48.08673469387759,0.09350265968637907,-0.5782379847552739,0.0034,0.0003,0.0119,-0.007,-0.0008
2020-11-12,68505d6d34a7c6e6d373b169,2020-11-12,510500,5.896,1008467,701426512.0,0.34,2025-06-17 02:07:41.174,5.921200000000001,5.8746,5.995983333333333,-0.012697149490676019,-0.0273607569867186,56.392045454545475,0.08610849948882056,-0.004550493200418115,0.0003,0.0119,-0.007,-0.0008,0.0057
2020-11-13,68505d6d34a7c6e6d373b16a,2020-11-13,510500,5.898,1488982,1030845296.0,0.03,2025-06-17 02:07:41.174,5.9224000000000006,5.8693,5.992583333333332,-0.010882069324909871,-0.024065019454356854,56.91868758915834,0.08082476170870403,0.47648063843437605,0.0119,-0.007,-0.0008,0.0057,0.0087
2020-11-16,68505d6d34a7c6e6d373b16b,2020-11-16,510500,5.968,1337394,937395968.0,1.19,2025-06-17 02:07:41.174,5.9176,5.870500000000001,5.988866666666667,-0.003751940199881787,-0.02000240360346184,60.9882964889467,0.0821593445369575,-0.10180646911782676,-0.007,-0.0008,0.0057,0.0087,0.0077
2020-11-17,68505d6d34a7c6e6d373b16c,2020-11-17,510500,5.926,1174559,820197344.0,-0.7,2025-06-17 02:07:41.174,5.9128,5.867050000000001,5.982933333333333,-0.001473326894519289,-0.016296588261673333,55.92783505154644,0.07799964574821934,-0.12175544379591952,-0.0008,0.0057,0.0087,0.0077,-0.0003
2020-11-18,68505d6d34a7c6e6d373b16d,2020-11-18,510500,5.921,1607763,1126237968.0,-0.08,2025-06-17 02:07:41.174,5.921799999999999,5.8659,5.9761500000000005,-7.015889864181446e-05,-0.01305130238906703,55.051813471502626,0.07696814105100694,0.3688226815340907,0.0057,0.0087,0.0077,-0.0003,-0.0164
2020-11-19,68505d6d34a7c6e6d373b16e,2020-11-19,510500,5.955,1258747,880651280.0,0.57,2025-06-17 02:07:41.174,5.9336,5.86835,5.971766666666667,0.003742239490136079,-0.009692594013226408,68.60986547085206,0.07906311602634379,-0.2170817465011945,0.0087,0.0077,-0.0003,-0.0164,-0.0032
2020-11-20,68505d6d34a7c6e6d373b16f,2020-11-20,510500,6.007,1641626,1159224816.0,0.87,2025-06-17 02:07:41.174,5.9554,5.8784,5.9693000000000005,0.010834662848976606,-0.005587142640785806,70.00000000000003,0.08337764435958311,0.3041747070698082,0.0077,-0.0003,-0.0164,-0.0032,0.0044
2020-11-23,68505d6d34a7c6e6d373b170,2020-11-23,510500,6.053,2074251,1478258592.0,0.77,2025-06-17 02:07:41.174,5.9723999999999995,5.891,5.96695,0.019937448525003454,-0.0004822244076279538,67.84073506891275,0.08985485371891731,0.26353444694467565,-0.0003,-0.0164,-0.0032,0.0044,-0.0077
2020-11-24,68505d6d34a7c6e6d373b171,2020-11-24,510500,6.051,1359848,971021888.0,-0.03,2025-06-17 02:07:41.174,5.997400000000001,5.9036,5.9639999999999995,0.026682509114198005,0.004950722296737238,67.73700305810405,0.09385453470246723,-0.34441492374837956,-0.0164,-0.0032,0.0044,-0.0077,0.0166
2020-11-25,68505d6d34a7c6e6d373b172,2020-11-25,510500,5.952,1220204,862522480.0,-1.64,2025-06-17 02:07:41.174,6.0036000000000005,5.9094999999999995,5.95995,0.023765590668533676,0.008713695971096527,51.10410094637226,0.09295358207760905,-0.10269088898170975,-0.0032,0.0044,-0.0077,0.0166,0.0008
2020-11-26,68505d6d34a7c6e6d373b173,2020-11-26,510500,5.933,1672075,1166919264.0,-0.32,2025-06-17 02:07:41.174,5.9992,5.914,5.957366666666667,0.019693753246220247,0.010909707426121271,53.3772652388797,0.09173531719604426,0.3703241425204311,0.0044,-0.0077,0.0166,0.0008,0.0035
2020-11-27,68505d6d34a7c6e6d373b174,2020-11-27,510500,5.959,1467894,1024254272.0,0.44,2025-06-17 02:07:41.174,5.9896,5.92665,5.954283333333334,0.01835321106923704,0.012398408154744425,46.904315196998084,0.0779515875400006,-0.12211234543905025,-0.0077,0.0166,0.0008,0.0035,0.0038
2020-11-30,68505d6d34a7c6e6d373b175,2020-11-30,510500,5.913,2104188,1477980032.0,-0.77,2025-06-17 02:07:41.174,5.9616,5.93595,5.948666666666667,0.013424259664828853,0.012603578456761312,46.554934823091244,0.06242846432438679,0.43347407919100434,0.0166,0.0008,0.0035,0.0038,-0.0074
2020-12-01,68505d6d34a7c6e6d373b176,2020-12-01,510500,6.011,1643335,1160475840.0,1.66,2025-06-17 02:07:41.174,5.9536,5.9455,5.945216666666666,0.017227226403086604,0.013528308046026371,62.03208556149735,0.058225062427991185,-0.2190170269956867,0.0008,0.0035,0.0038,-0.0074,-0.0013
2020-12-02,68505d6d34a7c6e6d373b177,2020-12-02,510500,6.016,2157235,1526854736.0,0.08,2025-06-17 02:07:41.174,5.9664,5.95535,5.9411000000000005,0.02040929747832365,0.01490450593248583,60.98901098901103,0.052032656749658776,0.31271773558038984,0.0035,0.0038,-0.0074,-0.0013,-0.016
2020-12-03,68505d6d34a7c6e6d373b178,2020-12-03,510500,6.037,1936932,1372137040.0,0.35,2025-06-17 02:07:41.174,5.9872,5.9603,5.9374,0.024345002195637733,0.01679260518511621,62.30088495575226,0.05492396658354147,-0.10212285634156681,0.0038,-0.0074,-0.0013,-0.016,0.0017
2020-12-04,68505d6d34a7c6e6d373b179,2020-12-04,510500,6.06,1305096,927460480.0,0.38,2025-06-17 02:07:41.174,6.0074,5.9687,5.934666666666667,0.028985853444864595,0.019231254837065885,58.88030888030888,0.0567451365874003,-0.32620453376783487,-0.0074,-0.0013,-0.016,0.0017,-0.0167
2020-12-07,68505d6d34a7c6e6d373b17a,2020-12-07,510500,6.015,1867852,1326764448.0,-0.74,2025-06-17 02:07:41.174,6.0278,5.96985,5.931900000000001,0.02870178130742307,0.021125360131137323,58.541266794625706,0.05747061033814169,0.43119893095986805,-0.0013,-0.016,0.0017,-0.0167,0.0076
2020-12-08,68505d6d34a7c6e6d373b17b,2020-12-08,510500,6.007,1345228,955468464.0,-0.13,2025-06-17 02:07:41.174,6.026999999999999,5.9727,5.931216666666668,0.027513955201935225,0.022403079145296902,58.20610687022898,0.05784653016939353,-0.27979947019357,-0.016,0.0017,-0.0167,0.0076,0.001
2020-12-09,68505d6d34a7c6e6d373b17c,2020-12-09,510500,5.911,2173417,1528511120.0,-1.6,2025-06-17 02:07:41.174,6.005999999999999,5.974449999999999,5.928283333333334,0.018611653208155943,0.02164479395786871,46.24573378839585,0.055237739768602474,0.6156495404496487,0.0017,-0.0167,0.0076,0.001,-0.0037
2020-12-10,68505d6d34a7c6e6d373b17d,2020-12-10,510500,5.921,1220833,851369888.0,0.17,2025-06-17 02:07:41.174,5.982799999999999,5.9757,5.928116666666667,0.012222537364503516,0.019760342639195672,42.095588235294166,0.05362844885247764,-0.4382886487038612,-0.0167,0.0076,0.001,-0.0037,0.0125
2020-12-11,68505d6d34a7c6e6d373b17e,2020-12-11,510500,5.822,1817076,1252334272.0,-1.67,2025-06-17 02:07:41.174,5.9352,5.9719,5.92805,-0.0008199042493499675,0.015644293261486544,30.653266331658273,0.06153381612026634,0.4883903039973527,0.0076,0.001,-0.0037,0.0125,-0.0035
2020-12-14,68505d6d34a7c6e6d373b17f,2020-12-14,510500,5.866,1201177,827205632.0,0.76,2025-06-17 02:07:41.174,5.9054,5.9668,5.9278666666666675,-0.0075190262630604465,0.011011629356577146,35.52425665101717,0.06594303761985183,-0.3389505997547708,0.001,-0.0037,0.0125,-0.0035,0.0164
2020-12-15,68505d6d34a7c6e6d373b180,2020-12-15,510500,5.872,1587525,1097402208.0,0.1,2025-06-17 02:07:41.174,5.878400000000001,5.9641,5.927016666666668,-0.012203306743739262,0.006368642136513865,42.673992673992664,0.06874736358586292,0.3216411902658809,-0.0037,0.0125,-0.0035,0.0164,-0.0198
2020-12-16,68505d6d34a7c6e6d373b181,2020-12-16,510500,5.85,909967,628507344.0,-0.37,2025-06-17 02:07:41.174,5.8662,5.96055,5.9254,-0.017489243795624,0.0015970649500862922,42.44080145719488,0.07280361110192578,-0.4268014676934222,0.0125,-0.0035,0.0164,-0.0198,0.0056
2020-12-17,68505d6d34a7c6e6d373b182,2020-12-17,510500,5.923,2054670,1426146816.0,1.25,2025-06-17 02:07:41.174,5.8666,5.95895,5.925316666666666,-0.015607978023789215,-0.0018439436446888093,46.979865771812115,0.07328206142244174,1.257961002981427,-0.0035,0.0164,-0.0198,0.0056,-0.013
2020-12-18,68505d6d34a7c6e6d373b183,2020-12-18,510500,5.902,1947078,1357418032.0,-0.35,2025-06-17 02:07:41.174,5.882599999999999,5.9536999999999995,5.924666666666666,-0.01563139682905934,-0.004601434281562916,49.03677758318738,0.07341955855869743,-0.05236461329556574,0.0164,-0.0198,0.0056,-0.013,0.0096
2020-12-21,68505d6d34a7c6e6d373b184,2020-12-21,510500,5.999,1938413,1368300592.0,1.64,2025-06-17 02:07:41.174,5.9092,5.951,5.923783333333334,-0.0077337175815763715,-0.005227890941565607,48.94736842105259,0.07051091740780849,-0.004450258284465214,-0.0198,0.0056,-0.013,0.0096,-0.0063
2020-12-22,68505d6d34a7c6e6d373b185,2020-12-22,510500,5.88,2145609,1501835584.0,-1.98,2025-06-17 02:07:41.174,5.9108,5.942449999999999,5.92165,-0.01095082110469825,-0.006372476974192136,40.05847953216373,0.06807231062400201,0.1068895018760192,0.0056,-0.013,0.0096,-0.0063,-0.0044
2020-12-23,68505d6d34a7c6e6d373b186,2020-12-23,510500,5.913,1857667,1295439776.0,0.56,2025-06-17 02:07:41.174,5.9234,5.9405,5.92135,-0.01071406949341469,-0.007240795478036647,41.09195402298854,0.06834240419046347,-0.13420059293189024,-0.013,0.0096,-0.0063,-0.0044,0.0084
2020-12-24,68505d6d34a7c6e6d373b187,2020-12-24,510500,5.836,1925713,1331335312.0,-1.3,2025-06-17 02:07:41.174,5.906000000000001,5.935650000000001,5.919266666666667,-0.01654893282368075,-0.009102422947165468,35.066666666666734,0.07223373974744067,0.036629815785067965,0.0096,-0.0063,-0.0044,0.0084,0.0158
2020-12-25,68505d6d34a7c6e6d373b188,2020-12-25,510500,5.892,2219405,1536050352.0,0.96,2025-06-17 02:07:41.174,5.904000000000001,5.9323,5.920100000000001,-0.016464578648548667,-0.010574854087442109,41.91852825229966,0.07264629522923034,0.15251078431728926,-0.0063,-0.0044,0.0084,0.0158,0.0176
2020-12-28,68505d6d34a7c6e6d373b189,2020-12-28,510500,5.855,2139928,1480109312.0,-0.63,2025-06-17 02:07:41.174,5.8751999999999995,5.9294,5.920633333333333,-0.01916242562075432,-0.012292368394104553,40.3797468354431,0.07458897900816043,-0.035810048188591126,-0.0044,0.0084,0.0158,0.0176,0.0091
2020-12-29,68505d6d34a7c6e6d373b18a,2020-12-29,510500,5.829,2109532,1456831072.0,-0.44,2025-06-17 02:07:41.174,5.865,5.920299999999999,5.92165,-0.023131822244326194,-0.014460259164148882,44.30555555555558,0.0752092519504966,-0.01420421621662038,0.0084,0.0158,0.0176,0.0091,-0.0011
2020-12-30,68505d6d34a7c6e6d373b18b,2020-12-30,510500,5.878,1662173,1152642032.0,0.84,2025-06-17 02:07:41.174,5.858,5.9134,5.922766666666667,-0.022069305955166207,-0.015982068522352347,47.167325428194985,0.07223893104068259,-0.21206551974561183,0.0158,0.0176,0.0091,-0.0011,0.0042
2020-12-31,68505d6d34a7c6e6d373b18c,2020-12-31,510500,5.971,2067035,1450135808.0,1.58,2025-06-17 02:07:41.174,5.885,5.9101,5.926116666666667,-0.01356654469209051,-0.015498963756299982,59.89375830013279,0.06765772994313599,0.2435739240139263,0.0176,0.0091,-0.0011,0.0042,0.0026
2021-01-04,68505d6d34a7c6e6d373b18d,2021-01-04,510500,6.076,3035862,2166750384.0,1.76,2025-06-17 02:07:41.174,5.9218,5.9109,5.928633333333334,0.001625835724189173,-0.012074003860202152,62.89926289926289,0.06959045609099768,0.4687037229655038,0.0091,-0.0011,0.0042,0.0026,-0.0159
2021-01-05,68505d6d34a7c6e6d373b18e,2021-01-05,510500,6.131,2026001,1456005680.0,0.91,2025-06-17 02:07:41.174,5.976999999999999,5.9167000000000005,5.92895,0.017897634218719816,-0.0060796762444177595,65.00579374275782,0.08238171744038181,-0.33264390805642685,-0.0011,0.0042,0.0026,-0.0159,0.0127
2021-01-06,68505d6d34a7c6e6d373b18f,2021-01-06,510500,6.124,1404208,1011810672.0,-0.11,2025-06-17 02:07:41.174,6.036,5.92255,5.929133333333334,0.029883828090858877,0.001113024622637568,66.15566037735846,0.09264617184698312,-0.30690656125046334,0.0042,0.0026,-0.0159,0.0127,-0.0065
2021-01-07,68505d6d34a7c6e6d373b190,2021-01-07,510500,6.15,1067883,770041136.0,0.42,2025-06-17 02:07:41.174,6.090400000000001,5.9345,5.930216666666667,0.04100823835431999,0.009092067368974053,64.16978776529336,0.10558782824592282,-0.23951223750327588,0.0026,-0.0159,0.0127,-0.0065,-0.0074
2021-01-08,68505d6d34a7c6e6d373b191,2021-01-08,510500,6.166,1351340,978921056.0,0.26,2025-06-17 02:07:41.174,6.1294,5.94675,5.9323500000000005,0.05053296732592827,0.0173802473603649,66.5829145728643,0.117481409503606,0.2654382549399139,-0.0159,0.0127,-0.0065,-0.0074,-0.0038
2021-01-11,68505d6d34a7c6e6d373b192,2021-01-11,510500,6.068,1522740,1097831056.0,-1.59,2025-06-17 02:07:41.174,6.1278,5.9590499999999995,5.933416666666667,0.049601823730168526,0.023824562634325627,54.32873274780425,0.11660751758742499,0.12683706543134954,0.0127,-0.0065,-0.0074,-0.0038,0.0124
2021-01-12,68505d6d34a7c6e6d373b193,2021-01-12,510500,6.145,1778100,1276902992.0,1.27,2025-06-17 02:07:41.174,6.130599999999999,5.973,5.936766666666666,0.054449482465911636,0.02994954660064283,67.54966887417208,0.12147687672538575,0.1676977028251705,-0.0065,-0.0074,-0.0038,0.0124,-0.0056
2021-01-13,68505d6d34a7c6e6d373b194,2021-01-13,510500,6.105,1483180,1069436576.0,-0.65,2025-06-17 02:07:41.174,6.1268,5.98465,5.9386,0.05443611557834949,0.03484686039618416,62.598425196850364,0.12244967817114916,-0.16586243743321527,-0.0074,-0.0038,0.0124,-0.0056,0.0094
2021-01-14,68505d6d34a7c6e6d373b195,2021-01-14,510500,6.06,1460246,1046389696.0,-0.74,2025-06-17 02:07:41.174,6.1088,5.995150000000001,5.940533333333334,0.05021554476241441,0.037920597269430215,65.34246575342453,0.11925791378356285,-0.01546272198923937,-0.0038,0.0124,-0.0056,0.0094,0.0145
2021-01-15,68505d6d34a7c6e6d373b196,2021-01-15,510500,6.037,2168354,1539131376.0,-0.38,2025-06-17 02:07:41.174,6.083,6.00085,5.942716666666667,0.04450181498055805,0.039236840811655786,60.4017216642754,0.11834884874813036,0.4849237731176801,0.0124,-0.0056,0.0094,0.0145,0.0014
2021-01-18,68505d6d34a7c6e6d373b197,2021-01-18,510500,6.112,1489552,1070863584.0,1.24,2025-06-17 02:07:41.174,6.0918,6.01135,5.947816666666667,0.045501008855392655,0.04048967442040316,67.48299319727882,0.11843287017061682,-0.31304943749959646,-0.0056,0.0094,0.0145,0.0014,0.0016
2021-01-19,68505d6d34a7c6e6d373b198,2021-01-19,510500,6.078,1131514,813418672.0,-0.56,2025-06-17 02:07:41.174,6.0784,6.0153,5.952433333333333,0.043053072331626474,0.041002354002647824,66.75639300134588,0.11931343066415562,-0.24036623092043785,0.0094,0.0145,0.0014,0.0016,-0.0155
2021-01-20,68505d6d34a7c6e6d373b199,2021-01-20,510500,6.135,1017349,733517440.0,0.94,2025-06-17 02:07:41.174,6.0844000000000005,6.02805,5.958033333333333,0.045191548589853525,0.04184019292008897,67.11051930758983,0.11770814710437541,-0.10089579094911771,0.0145,0.0014,0.0016,-0.0155,0.0024
2021-01-21,68505d6d34a7c6e6d373b19a,2021-01-21,510500,6.224,1327385,971918016.0,1.45,2025-06-17 02:07:41.174,6.1172,6.0436,5.964533333333334,0.05345170464869575,0.04416249526581033,66.93440428380184,0.12216744333305454,0.3047489111406214,0.0014,0.0016,-0.0155,0.0024,-0.0193
2021-01-22,68505d6d34a7c6e6d373b19b,2021-01-22,510500,6.233,1653067,1207996592.0,0.14,2025-06-17 02:07:41.174,6.1564,6.06345,5.971033333333334,0.060032149371164856,0.04733642608688123,62.05837173579106,0.11886900131528577,0.2453560948782758,0.0016,-0.0155,0.0024,-0.0193,-0.0146
2021-01-25,68505d6d34a7c6e6d373b19c,2021-01-25,510500,6.243,855144,630068768.0,0.16,2025-06-17 02:07:41.174,6.1826,6.081,5.979983333333334,0.06530136219507998,0.050929413308520986,59.24092409240922,0.11813239673309066,-0.48269247404975113,-0.0155,0.0024,-0.0193,-0.0146,0.0072
2021-01-26,68505d6d34a7c6e6d373b19d,2021-01-26,510500,6.146,1137187,825442208.0,-1.55,2025-06-17 02:07:41.174,6.1962,6.09555,5.986966666666666,0.060947596034955254,0.05293304985380785,51.580459770114956,0.10614412991682297,0.329819305286595,0.0024,-0.0193,-0.0146,0.0072,0.0098
2021-01-27,68505d6d34a7c6e6d373b19e,2021-01-27,510500,6.161,1286105,930201808.0,0.24,2025-06-17 02:07:41.174,6.2014,6.112150000000001,5.992649999999999,0.05803854737918801,0.05395414935888389,50.802919708029144,0.0863860825779718,0.13095295672567486,-0.0193,-0.0146,0.0072,0.0098,-0.0061
2021-01-28,68505d6d34a7c6e6d373b19f,2021-01-28,510500,6.042,2376661,1698244320.0,-1.93,2025-06-17 02:07:41.174,6.165,6.12035,5.996366666666666,0.04560509276422309,0.05228433803995173,42.13197969543145,0.06903033276839762,0.8479525388673552,-0.0146,0.0072,0.0098,-0.0061,-0.0111
2021-01-29,68505d6d34a7c6e6d373b1a0,2021-01-29,510500,5.954,2775648,1961670720.0,-1.46,2025-06-17 02:07:41.174,6.1091999999999995,6.1195,5.9966333333333335,0.028324122991652878,0.04749229503029197,42.67352185089974,0.07104150010277474,0.16787711836059072,0.0072,0.0098,-0.0061,-0.0111,-0.0155
2021-02-01,68505d6d34a7c6e6d373b1a1,2021-02-01,510500,5.997,1044764,737297024.0,0.72,2025-06-17 02:07:41.174,6.0600000000000005,6.11555,5.998383333333333,0.01789231906167199,0.041572299836567975,40.05376344086023,0.07563518743916571,-0.6235963638040558,0.0098,-0.0061,-0.0111,-0.0155,0.0125
2021-02-02,68505d6d34a7c6e6d373b1a2,2021-02-02,510500,6.056,2128659,1515037408.0,0.98,2025-06-17 02:07:41.174,6.042,6.111800000000001,5.9994499999999995,0.0142219049391894,0.03610222085709226,46.78899082568805,0.07668088350265098,1.0374543916138,-0.0061,-0.0111,-0.0155,0.0125,0.0209
2021-02-03,68505d6d34a7c6e6d373b1a3,2021-02-03,510500,6.019,1823170,1299407120.0,-0.61,2025-06-17 02:07:41.174,6.013599999999999,6.10655,6.0006,0.00823258441657071,0.030528293568987952,47.28476821192057,0.07934964265504837,-0.14351241791193425,-0.0111,-0.0155,0.0125,0.0209,0.0116
2021-02-04,68505d6d34a7c6e6d373b1a4,2021-02-04,510500,5.952,3522828,2467159056.0,-1.11,2025-06-17 02:07:41.174,5.9956000000000005,6.09665,6.001866666666667,-0.001898451142935187,0.024042944626603325,44.68085106382979,0.0857378347977103,0.9322542604364925,-0.0155,0.0125,0.0209,0.0116,0.0153
2021-02-05,68505d6d34a7c6e6d373b1a5,2021-02-05,510500,5.86,1921557,1339515168.0,-1.55,2025-06-17 02:07:41.174,5.9768,6.08135,6.001266666666666,-0.017153268733513194,0.015803701954580023,34.55882352941177,0.0989897788450866,-0.4545413514369705,0.0125,0.0209,0.0116,0.0153,0.0146
2021-02-08,68505d6d34a7c6e6d373b1a6,2021-02-08,510500,5.933,2063418,1439539696.0,1.25,2025-06-17 02:07:41.174,5.964,6.074599999999999,6.001850000000001,-0.023086208227742766,0.008025719918115466,41.520467836257275,0.10440276261725459,0.07382606917203072,0.0209,0.0116,0.0153,0.0146,-0.0095
2021-02-09,68505d6d34a7c6e6d373b1a7,2021-02-09,510500,6.057,2709694,1925031648.0,2.09,2025-06-17 02:07:41.174,5.9642,6.0702,6.003333333333333,-0.017579694062507478,0.0029046371219908777,45.77006507592194,0.10312618739352895,0.3132065340129824,0.0116,0.0153,0.0146,-0.0095,-0.0027
