date,_id,date,code,close,vol,amount,delta,insert_time,ma5,ma20,ma60,macd,signal,rsi,volatility,vol_change,target_1,target_2,target_3,target_4,target_5
2018-01-18,68505d6d34a7c6e6d373aebf,2018-01-18,510500,5.592,309543,204540733.0,0.39,2025-06-17 02:07:41.174,5.6074,5.62385,5.668683333333333,0.002151827626566849,0.010042184170033207,57.19769673704414,0.08823728475565425,-0.4900932036148111,-0.003,0.0133,0.0014,0.0078,-0.0016
2018-01-19,68505d6d34a7c6e6d373aec0,2018-01-19,510500,5.575,340980,225536249.0,-0.3,2025-06-17 02:07:41.174,5.582600000000001,5.62485,5.662599999999999,-0.0025836608177094433,0.007517015172484678,50.0,0.08752640203178341,0.10155939562516347,0.0133,0.0014,0.0078,-0.0016,0.0011
2018-01-22,68505d6d34a7c6e6d373aec1,2018-01-22,510500,5.649,677733,450059824.0,1.33,2025-06-17 02:07:41.174,5.5978,5.62955,5.657983333333333,-0.0003612240054735594,0.00594136733689303,49.79079497907952,0.08609020666840352,0.9876033784972726,0.0014,0.0078,-0.0016,0.0011,-0.0133
2018-01-23,68505d6d34a7c6e6d373aec2,2018-01-23,510500,5.657,420143,280737072.0,0.14,2025-06-17 02:07:41.174,5.6086,5.6373,5.655566666666667,0.0020222945682792925,0.005157552783170283,46.42857142857139,0.08081890086384608,-0.38007592960649694,0.0078,-0.0016,0.0011,-0.0133,-0.0002
2018-01-24,68505d6d34a7c6e6d373aec3,2018-01-24,510500,5.701,851393,571340752.0,0.78,2025-06-17 02:07:41.174,5.6348,5.6453500000000005,5.6531666666666665,0.007376649068304708,0.005601372040197168,48.827292110874176,0.07860512572009502,1.0264362371859104,-0.0016,0.0011,-0.0133,-0.0002,-0.0219
2018-01-25,68505d6d34a7c6e6d373aec4,2018-01-25,510500,5.692,567947,382956544.0,-0.16,2025-06-17 02:07:41.174,5.6548,5.6556,5.650866666666667,0.010769643060423384,0.0066350262442424115,46.794871794871725,0.06973513801293227,-0.3329202847568632,0.0011,-0.0133,-0.0002,-0.0219,-0.0309
2018-01-26,68505d6d34a7c6e6d373aec5,2018-01-26,510500,5.698,331981,223370596.0,0.11,2025-06-17 02:07:41.174,5.679399999999999,5.66465,5.649649999999999,0.013783873190312157,0.008064795633456362,44.295302013422834,0.06213167257398453,-0.41547186621286847,-0.0133,-0.0002,-0.0219,-0.0309,-0.0006
2018-01-29,68505d6d34a7c6e6d373aec6,2018-01-29,510500,5.622,498713,333296016.0,-1.33,2025-06-17 02:07:41.174,5.674,5.667,5.648033333333333,0.00992569026426704,0.008436974559618497,38.223938223938134,0.059390766604696305,0.5022335615592459,-0.0002,-0.0219,-0.0309,-0.0006,-0.0019
2018-01-30,68505d6d34a7c6e6d373aec7,2018-01-30,510500,5.621,293135,194936851.0,-0.02,2025-06-17 02:07:41.174,5.6668,5.6655,5.645033333333333,0.00671001201435395,0.008091582050565588,40.49079754601218,0.06018961267264437,-0.4122170466781495,-0.0219,-0.0309,-0.0006,-0.0019,-0.0467
2018-01-31,68505d6d34a7c6e6d373aec8,2018-01-31,510500,5.498,447349,292504192.0,-2.19,2025-06-17 02:07:41.174,5.6262,5.655950000000001,5.6394,-0.005697827207252537,0.005333700199001964,30.76923076923069,0.07052918395580826,0.5260852508229996,-0.0309,-0.0006,-0.0019,-0.0467,0.0012
2018-02-01,68505d6d34a7c6e6d373aec9,2018-02-01,510500,5.328,864195,551865680.0,-3.09,2025-06-17 02:07:41.174,5.553400000000001,5.63675,5.63075,-0.028915389820108217,-0.0015161178048200726,24.898511502029677,0.10040700069951237,0.9318138634488955,-0.0006,-0.0019,-0.0467,0.0012,0.0091
2018-02-02,68505d6d34a7c6e6d373aeca,2018-02-02,510500,5.325,1267489,793031408.0,-0.06,2025-06-17 02:07:41.174,5.478800000000001,5.616899999999999,5.621216666666666,-0.04701558400602046,-0.01061601104506015,29.87012987012976,0.1199977631370375,0.46667013810540436,-0.0019,-0.0467,0.0012,0.0091,-0.0395
2018-02-05,68505d6d34a7c6e6d373aecb,2018-02-05,510500,5.315,541419,339760000.0,-0.19,2025-06-17 02:07:41.174,5.417400000000001,5.5952,5.611199999999999,-0.06145857849348957,-0.020784524534746034,25.838926174496592,0.13335058660300614,-0.5728412633166836,-0.0467,0.0012,0.0091,-0.0395,0.0281
2018-02-06,68505d6d34a7c6e6d373aecc,2018-02-06,510500,5.067,827310,507931376.0,-4.67,2025-06-17 02:07:41.174,5.3066,5.56135,5.5966,-0.09185740803787734,-0.034999101235372296,18.98890258939572,0.17347873371865608,0.5280402054600966,0.0012,0.0091,-0.0395,0.0281,0.0063
2018-02-07,68505d6d34a7c6e6d373aecd,2018-02-07,510500,5.073,735216,443705248.0,0.12,2025-06-17 02:07:41.174,5.2216000000000005,5.5293,5.582833333333334,-0.1141487142844726,-0.05082902384519236,17.358490566037744,0.20084586915814542,-0.11131740218297859,0.0091,-0.0395,0.0281,0.0063,0.0035
2018-02-08,68505d6d34a7c6e6d373aece,2018-02-08,510500,5.119,676477,410095296.0,0.91,2025-06-17 02:07:41.174,5.1798,5.49885,5.571083333333333,-0.12664305719238111,-0.06599183051463012,22.330097087378576,0.21481479783389362,-0.07989352788840287,-0.0395,0.0281,0.0063,0.0035,0.0215
2018-02-09,68505d6d34a7c6e6d373aecf,2018-02-09,510500,4.917,2130362,1251897856.0,-3.95,2025-06-17 02:07:41.174,5.0982,5.45975,5.555700000000001,-0.1511028066821396,-0.08301402574813202,11.554621848739444,0.24545079365375444,2.149200933660716,0.0281,0.0063,0.0035,0.0215,0.0015
2018-02-12,68505d6d34a7c6e6d373aed0,2018-02-12,510500,5.055,698404,416947632.0,2.81,2025-06-17 02:07:41.174,5.046200000000001,5.4338500000000005,5.545283333333333,-0.1575359117617845,-0.09791840295086252,22.181146025877965,0.259782961031126,-0.6721665144233703,0.0063,0.0035,0.0215,0.0015,0.028
2018-02-13,68505d6d34a7c6e6d373aed1,2018-02-13,510500,5.087,367858,222569002.0,0.63,2025-06-17 02:07:41.174,5.0502,5.40805,5.53465,-0.15822810620581595,-0.10998034360185321,21.308411214953253,0.26760506544649965,-0.47328766731003835,0.0035,0.0215,0.0015,0.028,-0.0048
2018-02-14,68505d6d34a7c6e6d373aed2,2018-02-14,510500,5.105,258543,155739946.0,0.35,2025-06-17 02:07:41.174,5.0565999999999995,5.3848,5.523916666666667,-0.15553135705278276,-0.11909054629203913,22.798887859128854,0.2729408264383242,-0.297166297864937,0.0215,0.0015,0.028,-0.0048,0.0004
2018-02-22,68505d6d34a7c6e6d373aed3,2018-02-22,510500,5.215,380812,233875055.0,2.15,2025-06-17 02:07:41.174,5.0758,5.36595,5.515433333333334,-0.14287115350493362,-0.12384666773461803,29.585798816568015,0.27088849424769296,0.4729155304920265,0.0015,0.028,-0.0048,0.0004,0.0142
2018-02-23,68505d6d34a7c6e6d373aed4,2018-02-23,510500,5.223,375252,231689160.0,0.15,2025-06-17 02:07:41.174,5.137,5.34835,5.509533333333334,-0.13068585267963861,-0.12521450472362217,32.10762331838565,0.2680110514217708,-0.014600380240118449,0.028,-0.0048,0.0004,0.0142,-0.005
2018-02-26,68505d6d34a7c6e6d373aed5,2018-02-26,510500,5.369,870131,548835584.0,2.8,2025-06-17 02:07:41.174,5.1998,5.33435,5.505866666666666,-0.10800294345549499,-0.12177219246999674,39.99999999999998,0.2586284217295308,1.3187911057102961,-0.0048,0.0004,0.0142,-0.005,-0.0013
2018-02-27,68505d6d34a7c6e6d373aed6,2018-02-27,510500,5.343,580361,368172960.0,-0.48,2025-06-17 02:07:41.174,5.2509999999999994,5.31865,5.50305,-0.09107470467925172,-0.11563269491184773,43.33619948409285,0.24729340659904453,-0.3330188213039186,0.0004,0.0142,-0.005,-0.0013,0.0139
2018-02-28,68505d6d34a7c6e6d373aed7,2018-02-28,510500,5.345,523387,331092352.0,0.04,2025-06-17 02:07:41.174,5.2989999999999995,5.30085,5.498766666666667,-0.0766144070092114,-0.10782903733132047,50.8542713567839,0.23057052237756945,-0.09816993216291237,0.0142,-0.005,-0.0013,0.0139,-0.0097
2018-03-01,68505d6d34a7c6e6d373aed8,2018-03-01,510500,5.421,492663,313549024.0,1.42,2025-06-17 02:07:41.174,5.3402,5.2873,5.49545,-0.058349337244830046,-0.09793309731402239,54.49438202247191,0.21372119073318943,-0.05870226046883087,-0.005,-0.0013,0.0139,-0.0097,0.0092
2018-03-02,68505d6d34a7c6e6d373aed9,2018-03-02,510500,5.394,353964,226016932.0,-0.5,2025-06-17 02:07:41.174,5.3744,5.2721,5.492333333333333,-0.04552799384259565,-0.08745207661973704,53.640552995391694,0.19275670511920462,-0.2815291588773665,-0.0013,0.0139,-0.0097,0.0092,0.0139
2018-03-05,68505d6d34a7c6e6d373aeda,2018-03-05,510500,5.387,380005,241702646.0,-0.13,2025-06-17 02:07:41.174,5.378,5.26035,5.488449999999999,-0.035522348797055514,-0.07706613105520074,68.95734597156394,0.17680773828025798,0.07356962854979598,0.0139,-0.0097,0.0092,0.0139,0.0112
2018-03-06,68505d6d34a7c6e6d373aedb,2018-03-06,510500,5.462,458174,294242560.0,1.39,2025-06-17 02:07:41.174,5.4018,5.2524,5.486366666666666,-0.021295449131209843,-0.06591199467040257,71.3033953997809,0.1627540605039299,0.20570518808963034,-0.0097,0.0092,0.0139,0.0112,-0.0048
2018-03-07,68505d6d34a7c6e6d373aedc,2018-03-07,510500,5.409,359232,231058219.0,-0.97,2025-06-17 02:07:41.174,5.4146,5.2479499999999994,5.485500000000001,-0.014134254816017489,-0.05555644669952555,65.76086956521738,0.15679301642608467,-0.21594852610580262,0.0092,0.0139,0.0112,-0.0048,-0.0131
2018-03-08,68505d6d34a7c6e6d373aedd,2018-03-08,510500,5.459,327954,210662153.0,0.92,2025-06-17 02:07:41.174,5.422199999999999,5.2545,5.48505,-0.0043739543717382645,-0.045319948233968094,85.28645833333329,0.1629292710608245,-0.08706908070550512,0.0139,0.0112,-0.0048,-0.0131,-0.002
2018-03-09,68505d6d34a7c6e6d373aede,2018-03-09,510500,5.535,495397,322140352.0,1.39,2025-06-17 02:07:41.174,5.4504,5.265,5.486433333333333,0.009385528362345852,-0.034378852914705306,83.99433427762037,0.1740958598618686,0.5105685553461765,0.0112,-0.0048,-0.0131,-0.002,-0.0057
2018-03-12,68505d6d34a7c6e6d373aedf,2018-03-12,510500,5.597,1345204,887651648.0,1.12,2025-06-17 02:07:41.174,5.4924,5.279100000000001,5.4878166666666655,0.02500466123534828,-0.02250215008469459,84.64673913043475,0.1891290008099219,1.7154060278927807,-0.0048,-0.0131,-0.002,-0.0057,0.004
2018-03-13,68505d6d34a7c6e6d373aee0,2018-03-13,510500,5.57,549054,362252096.0,-0.48,2025-06-17 02:07:41.174,5.514,5.30425,5.487350000000001,0.03480307404199756,-0.011041105259356159,81.20805369127511,0.1928473284887676,-0.5918433189315524,-0.0131,-0.002,-0.0057,0.004,0.0004
2018-03-14,68505d6d34a7c6e6d373aee1,2018-03-14,510500,5.497,584281,382281808.0,-1.31,2025-06-17 02:07:41.174,5.5316,5.32545,5.4865,0.03625991514074567,-0.0015809011793357936,69.91525423728808,0.1893616631572401,0.06415944515475713,-0.002,-0.0057,0.004,0.0004,-0.0084
2018-03-15,68505d6d34a7c6e6d373aee2,2018-03-15,510500,5.486,695434,450390608.0,-0.2,2025-06-17 02:07:41.174,5.537000000000001,5.3438,5.484633333333333,0.036110603578332956,0.005957399772197956,68.4950773558368,0.18605590557677051,0.19023894324819746,-0.0057,0.004,0.0004,-0.0084,-0.0002
2018-03-16,68505d6d34a7c6e6d373aee3,2018-03-16,510500,5.455,358218,232727180.0,-0.57,2025-06-17 02:07:41.174,5.521,5.3707,5.482033333333334,0.03310917026215954,0.011387753870190273,57.214765100671144,0.15785639709956564,-0.4849000767865822,0.004,0.0004,-0.0084,-0.0002,-0.0536
2018-03-19,68505d6d34a7c6e6d373aee4,2018-03-19,510500,5.477,344770,223307777.0,0.4,2025-06-17 02:07:41.174,5.497,5.3918,5.480566666666666,0.03213529321658548,0.015537261739469316,61.31756756756755,0.14070933085430626,-0.03754138541335161,0.0004,-0.0084,-0.0002,-0.0536,0.0206
2018-03-20,68505d6d34a7c6e6d373aee5,2018-03-20,510500,5.479,396518,255662480.0,0.04,2025-06-17 02:07:41.174,5.4788,5.4113999999999995,5.479866666666666,0.03116561412712926,0.018662932217001306,61.31756756756755,0.12208728542789027,0.15009426574237894,-0.0084,-0.0002,-0.0536,0.0206,0.0234
2018-03-21,68505d6d34a7c6e6d373aee6,2018-03-21,510500,5.433,528006,343280688.0,-0.84,2025-06-17 02:07:41.174,5.465999999999999,5.4277999999999995,5.477650000000001,0.026381214679525478,0.020206588709506142,51.067615658362946,0.09851721730366059,0.3316066357643286,-0.0002,-0.0536,0.0206,0.0234,-0.0117
2018-03-22,68505d6d34a7c6e6d373aee7,2018-03-22,510500,5.432,334322,214977847.0,-0.02,2025-06-17 02:07:41.174,5.4552,5.43865,5.47615,0.022252340870952736,0.020615739141795462,53.544776119403,0.08484864233007416,-0.3668215891486082,-0.0536,0.0206,0.0234,-0.0117,0.0109
2018-03-23,68505d6d34a7c6e6d373aee8,2018-03-23,510500,5.141,968590,597267440.0,-5.36,2025-06-17 02:07:41.174,5.3924,5.43455,5.469250000000001,-0.0044497949149198135,0.015602632330452408,35.00000000000006,0.09693756807995949,1.897176973097792,0.0206,0.0234,-0.0117,0.0109,0.0136
2018-03-26,68505d6d34a7c6e6d373aee9,2018-03-26,510500,5.247,1542442,940072864.0,2.06,2025-06-17 02:07:41.174,5.3464,5.42845,5.464116666666667,-0.016863721300832246,0.009109361604195478,37.36780258519391,0.10479929439293326,0.5924612064960406,0.0234,-0.0117,0.0109,0.0136,-0.0013
2018-03-27,68505d6d34a7c6e6d373aeea,2018-03-27,510500,5.37,663261,418588368.0,2.34,2025-06-17 02:07:41.174,5.3246,5.4298,5.461916666666667,-0.01658558702995716,0.00397037187736495,47.88273615635181,0.10380984640447105,-0.5699929073508112,-0.0117,0.0109,0.0136,-0.0013,-0.0083
2018-03-28,68505d6d34a7c6e6d373aeeb,2018-03-28,510500,5.307,722666,455608784.0,-1.17,2025-06-17 02:07:41.174,5.2994,5.427899999999999,5.458033333333333,-0.021204307051009508,-0.0010645639083099413,41.86295503211997,0.10577279522882921,0.08956504302227941,0.0109,0.0136,-0.0013,-0.0083,-0.0084
2018-03-29,68505d6d34a7c6e6d373aeec,2018-03-29,510500,5.365,811659,511545456.0,1.09,2025-06-17 02:07:41.174,5.286,5.4251000000000005,5.456,-0.019954537186579913,-0.004842558563963937,40.720524017467255,0.10670219254884279,0.12314540880572777,0.0136,-0.0013,-0.0083,-0.0084,0.0015
2018-03-30,68505d6d34a7c6e6d373aeed,2018-03-30,510500,5.438,824116,526956816.0,1.36,2025-06-17 02:07:41.174,5.345400000000001,5.427300000000001,5.4546833333333336,-0.0129246088063395,-0.00645896861243905,41.42394822006468,0.10648058879188824,0.015347578231745151,-0.0013,-0.0083,-0.0084,0.0015,0.008
2018-04-02,68505d6d34a7c6e6d373aeee,2018-04-02,510500,5.431,463298,299157904.0,-0.13,2025-06-17 02:07:41.174,5.3822,5.4295,5.452283333333333,-0.007827945730011443,-0.006732764035953529,42.33737596471884,0.10605782930971329,-0.4378242868722364,-0.0083,-0.0084,0.0015,0.008,0.0019
2018-04-03,68505d6d34a7c6e6d373aeef,2018-04-03,510500,5.386,493660,313389712.0,-0.83,2025-06-17 02:07:41.174,5.3854,5.4257,5.447866666666666,-0.007335369864168939,-0.006853285201596611,43.68600682593857,0.10619351749465795,0.06553449399738387,-0.0084,0.0015,0.008,0.0019,-0.0056
2018-04-04,68505d6d34a7c6e6d373aef0,2018-04-04,510500,5.341,307397,196234868.0,-0.84,2025-06-17 02:07:41.174,5.3922,5.422300000000001,5.442066666666666,-0.010455598232935515,-0.007573747807864392,42.05914567360352,0.10783227717151035,-0.3773102945347,0.0015,0.008,0.0019,-0.0056,-0.0034
2018-04-09,68505d6d34a7c6e6d373aef1,2018-04-09,510500,5.349,411243,260248627.0,0.15,2025-06-17 02:07:41.174,5.389,5.4168,5.436016666666666,-0.012142892843985287,-0.008487576815088571,44.04494382022472,0.10866394356718466,0.33782372632133684,0.008,0.0019,-0.0056,-0.0034,-0.0032
2018-04-10,68505d6d34a7c6e6d373aef2,2018-04-10,510500,5.392,513057,324971904.0,0.8,2025-06-17 02:07:41.174,5.3798,5.409650000000001,5.430516666666666,-0.009896267335902209,-0.008769314919251299,45.33479692645444,0.10512412462865313,0.24757625053800303,0.0019,-0.0056,-0.0034,-0.0032,-0.0185
2018-04-11,68505d6d34a7c6e6d373aef3,2018-04-11,510500,5.402,473710,303587920.0,0.19,2025-06-17 02:07:41.174,5.3740000000000006,5.399900000000001,5.424733333333334,-0.0072255918827233145,-0.008460570311945702,45.81066376496191,0.09542916910349021,-0.07669128381446899,-0.0056,-0.0034,-0.0032,-0.0185,0.0115
2018-04-12,68505d6d34a7c6e6d373aef4,2018-04-12,510500,5.372,457910,291943232.0,-0.56,2025-06-17 02:07:41.174,5.3712,5.390000000000001,5.4185333333333325,-0.007444001805357203,-0.008257256610628002,46.62236987818383,0.0867276438658355,-0.033353739629731316,-0.0034,-0.0032,-0.0185,0.0115,0.0049
2018-04-13,68505d6d34a7c6e6d373aef5,2018-04-13,510500,5.354,462247,293887584.0,-0.34,2025-06-17 02:07:41.174,5.3738,5.38285,5.412533333333333,-0.008966186197103987,-0.008399042527923199,45.76086956521737,0.08326765657547774,0.00947129348561937,-0.0032,-0.0185,0.0115,0.0049,-0.0182
2018-04-16,68505d6d34a7c6e6d373aef6,2018-04-16,510500,5.337,584662,369777456.0,-0.32,2025-06-17 02:07:41.174,5.3713999999999995,5.3754,5.406016666666667,-0.011412727402066558,-0.009001779502751871,65.1702786377709,0.08016062821474215,0.2648259480321127,-0.0185,0.0115,0.0049,-0.0182,-0.0111
2018-04-17,68505d6d34a7c6e6d373aef7,2018-04-17,510500,5.238,618084,387718288.0,-1.85,2025-06-17 02:07:41.174,5.3406,5.3645499999999995,5.398333333333334,-0.021096909515332385,-0.011420805505267974,49.29577464788736,0.08343826901868574,0.05716465239745361,0.0115,0.0049,-0.0182,-0.0111,0.0219
2018-04-18,68505d6d34a7c6e6d373aef8,2018-04-18,510500,5.298,951341,591205744.0,1.15,2025-06-17 02:07:41.174,5.3198,5.3556,5.39375,-0.02365748627626374,-0.013868141659467127,43.74999999999997,0.08028200296450205,0.5391775227962543,0.0049,-0.0182,-0.0111,0.0219,0.0009
2018-04-19,68505d6d34a7c6e6d373aef9,2018-04-19,510500,5.324,552133,348872928.0,0.49,2025-06-17 02:07:41.174,5.3102,5.347849999999999,5.3891,-0.023319961102904685,-0.01575850554815464,51.576994434137255,0.07505385785513995,-0.41962661127818524,-0.0182,-0.0111,0.0219,0.0009,-0.0183
2018-04-20,68505d6d34a7c6e6d373aefa,2018-04-20,510500,5.227,790266,493963712.0,-1.82,2025-06-17 02:07:41.174,5.284800000000001,5.33755,5.383383333333333,-0.030527655498673312,-0.018712335538258372,38.062283737024174,0.0768665795559006,0.4312964448783174,-0.0111,0.0219,0.0009,-0.0183,0.0044
2018-04-23,68505d6d34a7c6e6d373aefb,2018-04-23,510500,5.169,729291,447402128.0,-1.11,2025-06-17 02:07:41.174,5.2512,5.3244,5.376333333333333,-0.040453596629276944,-0.023060587756462088,26.11012433392534,0.0821714510545655,-0.07715756466809909,0.0219,0.0009,-0.0183,0.0044,-0.0027
2018-04-24,68505d6d34a7c6e6d373aefc,2018-04-24,510500,5.282,781693,486768176.0,2.19,2025-06-17 02:07:41.174,5.26,5.33145,5.37145,-0.038755076470867955,-0.026199485499343263,38.86397608370701,0.07088127582902141,0.0718533479776935,0.0009,-0.0183,0.0044,-0.0027,0.0102
2018-04-25,68505d6d34a7c6e6d373aefd,2018-04-25,510500,5.287,414102,258924442.0,0.09,2025-06-17 02:07:41.174,5.2578000000000005,5.33345,5.3654166666666665,-0.036583813367033535,-0.028276351072881317,42.1303656597774,0.06890991449553123,-0.4702498295366595,-0.0183,0.0044,-0.0027,0.0102,-0.0008
2018-04-26,68505d6d34a7c6e6d373aefe,2018-04-26,510500,5.19,577027,357871296.0,-1.83,2025-06-17 02:07:41.174,5.231,5.32445,5.357633333333333,-0.04220366348947735,-0.031061813556200524,38.91336270190896,0.07533956463898493,0.3934417124283389,0.0044,-0.0027,0.0102,-0.0008,0.02
2018-04-27,68505d6d34a7c6e6d373aeff,2018-04-27,510500,5.213,669379,412316416.0,0.44,2025-06-17 02:07:41.174,5.228199999999999,5.319750000000001,5.349500000000001,-0.04429096870233806,-0.033707644585428034,40.22988505747124,0.0793127553290544,0.16004797002566606,-0.0027,0.0102,-0.0008,0.02,0.0049
2018-05-02,68505d6d34a7c6e6d373af00,2018-05-02,510500,5.199,391063,241309992.0,-0.27,2025-06-17 02:07:41.174,5.2342,5.31145,5.341283333333333,-0.046538390522073314,-0.03627379377275709,35.53223388305841,0.08293147139271068,-0.41578238934893386,0.0102,-0.0008,0.02,0.0049,-0.0041
2018-05-03,68505d6d34a7c6e6d373af01,2018-05-03,510500,5.252,859939,529946624.0,1.02,2025-06-17 02:07:41.174,5.2282,5.302149999999999,5.33385,-0.0435409188364293,-0.03772721878549153,39.43661971830982,0.07829248468330882,1.198978169757814,-0.0008,0.02,0.0049,-0.0041,0.0043
2018-05-04,68505d6d34a7c6e6d373af02,2018-05-04,510500,5.248,695136,432305952.0,-0.08,2025-06-17 02:07:41.174,5.2204,5.293,5.327616666666667,-0.04101536787090865,-0.038384848602574954,40.93567251461989,0.07295276049025924,-0.1916449887724594,0.02,0.0049,-0.0041,0.0043,-0.0082
2018-05-07,68505d6d34a7c6e6d373af03,2018-05-07,510500,5.353,609602,384117264.0,2.0,2025-06-17 02:07:41.174,5.252999999999999,5.2913499999999996,5.32315,-0.03019317987375203,-0.03674651485681037,49.93514915693902,0.07108799217568428,-0.12304642544768218,0.0049,-0.0041,0.0043,-0.0082,-0.0049
2018-05-08,68505d6d34a7c6e6d373af04,2018-05-08,510500,5.379,383403,243347128.0,0.49,2025-06-17 02:07:41.174,5.2862,5.29325,5.321166666666667,-0.019296101757761086,-0.03325643223700051,52.69230769230769,0.07296781915043218,-0.3710601343171446,-0.0041,0.0043,-0.0082,-0.0049,0.0098
2018-05-09,68505d6d34a7c6e6d373af05,2018-05-09,510500,5.357,363061,230248427.0,-0.41,2025-06-17 02:07:41.174,5.3178,5.29365,5.32165,-0.012293592102692763,-0.029063864210138964,58.46372688477953,0.07331064042818912,-0.053056444524429924,0.0043,-0.0082,-0.0049,0.0098,-0.0024
2018-05-10,68505d6d34a7c6e6d373af06,2018-05-10,510500,5.38,347789,220733112.0,0.43,2025-06-17 02:07:41.174,5.3434,5.293049999999999,5.322566666666668,-0.004832439613934092,-0.02421757929089799,56.15615615615617,0.0725080576284033,-0.04206455664475117,-0.0082,-0.0049,0.0098,-0.0024,-0.0065
2018-05-11,68505d6d34a7c6e6d373af07,2018-05-11,510500,5.336,316040,200301216.0,-0.82,2025-06-17 02:07:41.174,5.361,5.28975,5.322916666666667,-0.002441708295232381,-0.01986240509176487,50.87719298245618,0.0686899019621524,-0.09128810859457892,-0.0049,0.0098,-0.0024,-0.0065,0.0066
2018-05-14,68505d6d34a7c6e6d373af08,2018-05-14,510500,5.31,495102,312722608.0,-0.49,2025-06-17 02:07:41.174,5.3524,5.28665,5.326966666666666,-0.002614876540747879,-0.016412899381561475,56.76998368678626,0.06613405444917048,0.5665801797240855,0.0098,-0.0024,-0.0065,0.0066,0.0114
2018-05-15,68505d6d34a7c6e6d373af09,2018-05-15,510500,5.362,698138,440177744.0,0.98,2025-06-17 02:07:41.174,5.348999999999999,5.28705,5.331783333333333,0.0014273976434298064,-0.01284483997656322,65.8978583196047,0.06658550102957501,0.4100892341376121,-0.0024,-0.0065,0.0066,0.0114,0.0043
2018-05-16,68505d6d34a7c6e6d373af0a,2018-05-16,510500,5.349,457107,289754336.0,-0.24,2025-06-17 02:07:41.174,5.3474,5.28765,5.335616666666667,0.0035411179000535142,-0.009567648401239873,56.60749506903358,0.06711127836810779,-0.34524836063930053,-0.0065,0.0066,0.0114,0.0043,-0.0136
2018-05-17,68505d6d34a7c6e6d373af0b,2018-05-17,510500,5.314,488457,307983936.0,-0.65,2025-06-17 02:07:41.174,5.3342,5.29145,5.342233333333334,0.0023647891221942885,-0.007181160896553041,52.51396648044694,0.06629874572118025,0.0685835045186356,0.0066,0.0114,0.0043,-0.0136,-0.0032
2018-05-18,68505d6d34a7c6e6d373af0c,2018-05-18,510500,5.349,517295,325327536.0,0.66,2025-06-17 02:07:41.174,5.336799999999999,5.2940000000000005,5.347133333333334,0.00420823763957312,-0.004903281189327808,66.73684210526318,0.06753322768901614,0.05903897374794509,0.0114,0.0043,-0.0136,-0.0032,-0.0139
2018-05-21,68505d6d34a7c6e6d373af0d,2018-05-21,510500,5.41,872384,557658688.0,1.14,2025-06-17 02:07:41.174,5.3568,5.2983,5.3525166666666655,0.010470674653022982,-0.0018284900208576506,69.20077972709556,0.07212569437769724,0.6864342396504897,0.0043,-0.0136,-0.0032,-0.0139,-0.0019
2018-05-22,68505d6d34a7c6e6d373af0e,2018-05-22,510500,5.433,506056,324045120.0,0.43,2025-06-17 02:07:41.174,5.3709999999999996,5.3086,5.357983333333334,0.017092576305690166,0.001955723244451913,72.41379310344834,0.07601204890633353,-0.4199160002934488,-0.0136,-0.0032,-0.0139,-0.0019,-0.0129
2018-05-23,68505d6d34a7c6e6d373af0f,2018-05-23,510500,5.359,729504,464241632.0,-1.36,2025-06-17 02:07:41.174,5.373,5.3181,5.360383333333333,0.016182754793613086,0.0048011295542841476,59.85267034990797,0.06921583329657305,0.4415479709755441,-0.0032,-0.0139,-0.0019,-0.0129,-0.0237
2018-05-24,68505d6d34a7c6e6d373af10,2018-05-24,510500,5.342,373938,236971124.0,-0.32,2025-06-17 02:07:41.174,5.3786000000000005,5.3210999999999995,5.362366666666666,0.013929387457443099,0.006626781134915938,58.45323741007191,0.06886821893253112,-0.48740788261613366,-0.0139,-0.0019,-0.0129,-0.0237,0.012
2018-05-25,68505d6d34a7c6e6d373af11,2018-05-25,510500,5.268,470722,294789936.0,-1.39,2025-06-17 02:07:41.174,5.362399999999999,5.32015,5.360683333333333,0.006102055356939751,0.006521835979320701,41.904761904761905,0.06949159358468494,0.25882365525835827,-0.0019,-0.0129,-0.0237,0.012,-0.0119
2018-05-28,68505d6d34a7c6e6d373af12,2018-05-28,510500,5.258,521797,325013840.0,-0.19,2025-06-17 02:07:41.174,5.332,5.32355,5.359266666666667,-0.000897729683133619,0.005037922846829837,38.11394891944994,0.06425481755432103,0.10850353287078152,-0.0129,-0.0237,0.012,-0.0119,-0.0002
2018-05-29,68505d6d34a7c6e6d373af13,2018-05-29,510500,5.19,472390,292991552.0,-1.29,2025-06-17 02:07:41.174,5.283399999999999,5.3224,5.356683333333334,-0.011796162638368912,0.0016711057497900876,34.95495495495496,0.06650397692890338,-0.09468624771702405,-0.0237,0.012,-0.0119,-0.0002,0.0176
2018-05-30,68505d6d34a7c6e6d373af14,2018-05-30,510500,5.067,750825,454294384.0,-2.37,2025-06-17 02:07:41.174,5.225,5.3158,5.350783333333334,-0.03001235754474152,-0.004665586909116234,26.106870229007654,0.08371731883950767,0.5894176422024175,0.012,-0.0119,-0.0002,0.0176,-0.0012
2018-05-31,68505d6d34a7c6e6d373af15,2018-05-31,510500,5.128,710126,429618496.0,1.2,2025-06-17 02:07:41.174,5.1822,5.3096000000000005,5.34635,-0.03907618708625993,-0.011547706944544973,34.52380952380953,0.09279087976957927,-0.05420570705557215,-0.0119,-0.0002,0.0176,-0.0012,-0.0054
